insee,nom,epci,departement,region,zpc,inter_region,groupe_ser,greco,rad_13,bassin_populicole,population,gaz,reservoir,usage_produits_bois,approche_calculation_produits_bois,recolte_locale_m3_an-1,ratio_recolte_France,ratio_population_France,occupation_du_sol_initiale_1,occupation_du_sol_initiale_2,occupation_du_sol_finale_1,occupation_du_sol_finale_2,surface_moyenne_convertie_ha_an-1,occupation_du_sol_1,occupation_du_sol_2,surface_ha,accroissement_biologique_unitaire_m3_BFT_ha-1_an-1,mortalite_biologique_unitaire_m3_BFT_ha-1_an-1,prelevements_de_bois_unitaire_m3_BFT_ha-1_an-1,prelevements_de_bois_unitaire_m3_BFT_ha-1_an-1,bilan_total_unitaire_m3_BFT_ha-1_an-1,facteur_de_conversion_tC_m3_BFT-1,flux_unitaire_tCO2e_ha-1_an-1,flux_tCO2e_an-1
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,cultures,cultures,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,cultures,cultures,0,,,,,,,,,,-58.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,prairies,prairies zones arborées,0,,,,,,,,,,0.66,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,prairies,prairies zones arborées,0,,,,,,,,,,5.133333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,prairies,prairies zones herbacées,0,,,,,,,,,,0.66,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,prairies,prairies zones herbacées,0,,,,,,,,,,-58.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,prairies,prairies zones arbustives,0,,,,,,,,,,0.66,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,prairies,prairies zones arbustives,0,,,,,,,,,,-33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,zones humides,zones humides,0,,,,,,,,,,300.6666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,zones humides,zones humides,0,,,,,,,,,,-58.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,vignes,vignes,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,vignes,vignes,0,,,,,,,,,,-40.333333333333336,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,44,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,-33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-47.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-58.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,146.66666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vergers,vergers,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vergers,vergers,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,5.133333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,forêts,forêt mixte,0,,,,,,,,,,1.9800000000000002,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vergers,vergers,forêts,forêt mixte,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,forêts,forêt feuillu,0,,,,,,,,,,1.9800000000000002,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vergers,vergers,forêts,forêt feuillu,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,forêts,forêt conifere,0,,,,,,,,,,1.9800000000000002,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vergers,vergers,forêts,forêt conifere,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vergers,vergers,forêts,forêt peupleraie,0,,,,,,,,,,1.9800000000000002,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vergers,vergers,forêts,forêt peupleraie,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,cultures,cultures,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,cultures,cultures,0,,,,,,,,,,-18.333333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,prairies,prairies zones arborées,0,,,,,,,,,,1.1366666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,prairies,prairies zones arborées,0,,,,,,,,,,7.1499999999999995,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,prairies,prairies zones herbacées,0,,,,,,,,,,1.1366666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,prairies,prairies zones herbacées,0,,,,,,,,,,-18.333333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,prairies,prairies zones arbustives,0,,,,,,,,,,1.1366666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,prairies,prairies zones arbustives,0,,,,,,,,,,0.3666666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,zones humides,zones humides,0,,,,,,,,,,300.6666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,zones humides,zones humides,0,,,,,,,,,,-18.333333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,vergers,vergers,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,vergers,vergers,0,,,,,,,,,,2.016666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,44,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,0.3666666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-47.666666666666664,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-18.333333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,146.66666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vignes,vignes,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,vignes,vignes,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,7.1499999999999995,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,forêts,forêt mixte,0,,,,,,,,,,2.3833333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vignes,vignes,forêts,forêt mixte,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,forêts,forêt feuillu,0,,,,,,,,,,2.3833333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vignes,vignes,forêts,forêt feuillu,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,forêts,forêt conifere,0,,,,,,,,,,2.3833333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vignes,vignes,forêts,forêt conifere,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,vignes,vignes,forêts,forêt peupleraie,0,,,,,,,,,,2.3833333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,vignes,vignes,forêts,forêt peupleraie,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,cultures,cultures,0,,,,,,,,,,-1.6866666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,cultures,cultures,0,,,,,,,,,,-25.666666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,prairies,prairies zones arborées,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,prairies,prairies zones arborées,0,,,,,,,,,,6.783333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,prairies,prairies zones herbacées,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,prairies,prairies zones herbacées,0,,,,,,,,,,-25.666666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,prairies,prairies zones arbustives,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,zones humides,zones humides,0,,,,,,,,,,256.6666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,zones humides,zones humides,0,,,,,,,,,,-25.666666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,vergers,vergers,0,,,,,,,,,,-1.2466666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,vergers,vergers,0,,,,,,,,,,1.6500000000000001,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,vignes,vignes,0,,,,,,,,,,-2.236666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,vignes,vignes,0,,,,,,,,,,-7.333333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-91.66666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,sols artificiels,sols artificiels arbustifs,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arbustifs,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,8.066666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt mixte,0,,,,,,,,,,2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt mixte,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt feuillu,0,,,,,,,,,,2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt feuillu,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt conifere,0,,,,,,,,,,2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt conifere,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt peupleraie,0,,,,,,,,,,2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,litière,,,,,,sols artificiels,sols artificiels arbustifs,forêts,forêt peupleraie,0,,,,,,,,,,33,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,cultures,cultures,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,prairies,prairies zones arborées,0,,,,,,,,,,0.8799999999999999,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,prairies,prairies zones arborées,0,,,,,,,,,,8.066666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,prairies,prairies zones herbacées,0,,,,,,,,,,0.8799999999999999,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,prairies,prairies zones arbustives,0,,,,,,,,,,0.8799999999999999,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,prairies,prairies zones arbustives,0,,,,,,,,,,1.2833333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,zones humides,zones humides,0,,,,,,,,,,300.6666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,vergers,vergers,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,vergers,vergers,0,,,,,,,,,,2.9333333333333336,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,vignes,vignes,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,vignes,vignes,0,,,,,,,,,,0.9166666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,44,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,1.2833333333333332,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,146.66666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels imperméabilisés,sols artificiels,sols artificiels arborés et buissonants,0,,,,,,,,,,8.066666666666668,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,forêts,forêt mixte,0,,,,,,,,,,2.163333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,forêts,forêt feuillu,0,,,,,,,,,,2.163333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,forêts,forêt conifere,0,,,,,,,,,,2.163333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels imperméabilisés,forêts,forêt peupleraie,0,,,,,,,,,,2.163333333333333,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,cultures,cultures,0,,,,,,,,,,-3.6666666666666665,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,cultures,cultures,0,,,,,,,,,,-161.33333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,prairies,prairies zones arborées,0,,,,,,,,,,-2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,prairies,prairies zones herbacées,0,,,,,,,,,,-2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,prairies,prairies zones herbacées,0,,,,,,,,,,-161.33333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,prairies,prairies zones arbustives,0,,,,,,,,,,-2.09,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,prairies,prairies zones arbustives,0,,,,,,,,,,-135.66666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,zones humides,zones humides,0,,,,,,,,,,154,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,zones humides,zones humides,0,,,,,,,,,,-161.33333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,vergers,vergers,0,,,,,,,,,,-3.41,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,vergers,vergers,0,,,,,,,,,,-102.66666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,vignes,vignes,0,,,,,,,,,,-4.033333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,vignes,vignes,0,,,,,,,,,,-143,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,-102.66666666666667,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,sols artificiels,sols artificiels arbustifs,0,,,,,,,,,,-135.66666666666666,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-194.33333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,biomasse vivante,,,,,,sols artificiels,sols artificiels arborés et buissonants,sols artificiels,sols artificiels imperméabilisés,0,,,,,,,,,,-161.33333333333334,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,forêts,forêt mixte,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,forêts,forêt feuillu,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,forêts,forêt conifere,0,,,,,,,,,,0,0
34201,Pierrerue,200042653,34,76,2_2,SUD-EST,G8,G,OCC,Sud,292,C,sol,,,,,,sols artificiels,sols artificiels arborés et buissonants,forêts,forêt peupleraie,0,,,,,,,,,,0,0
