code,Commune,Nom unique,nom,nature,nombreCommunes,populationTotale
242500338,,,CC du Grand Pontarlier,CC,10,27650
242500361,,,CA du Grand Besançon,CA,69,198248
242504116,,,CC du Val de Morteau,CC,8,20895
242504181,,,CC des Portes du Haut-Doubs,CC,47,26070
242504355,,,CC du Plateau de Russey,CC,17,6790
242504371,,,CC du Pays de Sancey-Belleherbe,CC,27,5555
242504447,,,CC du Doubs Baumois,CC,58,16600
242504488,,,CC Altitude 800,CC,11,6566
242504496,,,CC du Plateau de Frasne et du Val de Drugeon (Cfd),CC,10,6066
242600252,,,CC du Val de Drôme,CC,30,31134
242600492,,,CC Dieulefit-Bourdeaux,CC,21,9682
242600534,,,CC du Diois,CC,51,11828
242700276,,,CC du Pays de Conches,CC,25,19263
242700607,,,CC du Pays du Neubourg,CC,36,19476
242700623,,,CC Eure-Madrie-Seine,CC,16,27705
242852465,,,CC du Bonnevalais,CC,19,12830
242900074,,,CC du Pays d'Iroise,CC,19,48810
242900314,,,Brest Métropole,ME,8,213462
242900553,,,CC du Pays des Abers,CC,13,41372
242900561,,,CC de Haute-Cornouaille,CC,11,15332
242900629,,,CC Cap Sizun - Pointe du Raz,CC,10,15878
242900645,,,CC Douarnenez Communauté,CC,5,19113
242900660,,,CC du Pays Fouesnantais,CC,7,28405
242900694,,,CA Quimperlé Communauté,CA,16,57064
242900702,,,CC du Pays Bigouden Sud,CC,12,38688
242900710,,,CC du Haut Pays Bigouden,CC,10,18439
242900744,,,CC Poher Communauté,CC,11,16251
242900751,,,CC du Pays de Landivisiau,CC,19,33987
242900769,,,CA Concarneau Cornouaille Agglomération,CA,9,51688
242900793,,,CC Communauté Lesneven Côte des Légendes,CC,14,28135
242900801,,,CC du Pays de Landerneau-Daoulas,CC,22,49384
242900835,,,CA Morlaix Communauté,CA,27,66726
243000270,,,CC du Pays Viganais,CC,22,10545
243000296,,,CC du Pays de Sommières,CC,18,22962
243000569,,,"CC Rhony, Vistre, Vidourle",CC,10,26621
243000585,,,CC Beaucaire Terre d'Argence,CC,5,31272
243000593,,,CC de Petite Camargue,CC,5,26747
243000643,,,CA de Nîmes Métropole,CA,39,261754
243000650,,,CC Terre de Camargue,CC,3,20482
243000684,,,CC du Pont du Gard,CC,17,26424
243100518,,,Toulouse Métropole,ME,37,768494
243100567,,,CC Lauragais Revel Sorezois,CC,28,22075
243100633,,,CA du Sicoval,CA,36,77596
243100732,,,CC des Coteaux du Girou,CC,18,21376
243100773,,,CC Val'Aïgo,CC,8,14574
243100781,,,CC de la Save au Touch,CC,7,39918
243100815,,,CC des Coteaux Bellevue,CC,7,20219
243200391,,,CC de la Lomagne Gersoise,CC,43,20249
243200409,,,CC du Bas Armagnac,CC,26,8905
243200417,,,CC de la Tenarèze,CC,26,15324
243200425,,,CC Coeur d'Astarac en Gascogne,CC,19,8293
243200458,,,CC du Grand Armagnac,CC,25,13485
243200508,,,CC Bastides et Vallons du Gers,CC,30,7542
243200599,,,CC du Saves,CC,32,9845
243200607,,,CC Artagnan de Fezensac,CC,25,7289
243300316,,,Bordeaux Métropole,ME,28,787107
243300563,,,CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas),CA,4,66816
243300811,,,CC de l'Estuaire - Canton de Saint-Ciers-sur-Gironde,CC,15,15959
243301165,,,CC Jalle-Eau-Bourde,CC,3,30140
243301181,,,CC Latitude Nord Gironde,CC,11,19583
243301215,,,CC du Créonnais,CC,15,16999
243301223,,,CC Grand Cubzaguais,CC,16,34431
243301249,,,CC du Secteur de Saint-Loubès,CC,6,26692
243301264,,,CC de Montesquieu,CC,13,42981
243301355,,,CC des Coteaux Bordelais,CC,8,19135
243301371,,,CC du Pays Foyen,CC,20,16932
243301389,,,CC Médullienne,CC,10,20443
243301397,,,CC du Fronsadais,CC,18,17198
243301405,,,CC du Val de l'Eyre,CC,5,19582
243301439,,,CC des Portes de l'Entre-deux-Mers,CC,11,20908
243301447,,,CC Médoc Estuaire,CC,10,27766
243301454,,,CC Castillon/Pujols,CC,31,19434
243301504,,,CA du Bassin Nord,CA,8,65369
243400017,,,Montpellier Méditerranée Métropole,ME,31,465407
243400355,,,CC du Clermontais,CC,21,27794
243400470,,,CA du Pays de l'Or,CA,8,45322
243400488,,,CC La Domitienne,CC,8,27784
243400520,,,CC du Pays de Lunel,CC,15,49190
243400694,,,CC Vallée de l'Hérault,CC,28,37773
243400736,,,CC des Cévennes Gangeoises et Suménoises,CC,13,13453
243400769,,,CA de Béziers-Méditerranée,CA,17,124756
243400819,,,CA Hérault-Méditerranée,CA,20,77773
243500139,,,Rennes Métropole,ME,43,450593
243500550,,,CC Montfort Communauté,CC,8,25637
243500618,,,CC de Brocéliande,CC,8,18131
243500634,,,CC Au Pays de la Roche aux Fées,CC,16,26791
243500659,,,CC Pays de Châteaugiron Communauté,CC,6,25573
243500667,,,CC du Val d'Ille-Aubigné,CC,19,35594
243500725,,,CC Côte d'Émeraude,CC,9,31423
243500733,,,CC Bretagne Romantique,CC,27,35306
243500741,,,CA Redon Agglomération,CA,31,68311
243500774,,,CC Liffré-Cormier Communauté,CC,9,25772
243500782,,,CA du Pays de Saint-Malo - Saint-Malo Agglomération,CA,18,84407
243600202,,,CC Chabris - Pays de Bazelle,CC,10,6462
243600236,,,CC du Pays d'Issoudun,CC,12,20874
243600293,,,CC de la Région de Levroux,CC,11,6504
243600301,,,CC Val de l'Indre - Brenne,CC,12,13991
243600319,,,CC Brenne - Val de Creuse,CC,28,18870
243600327,,,CA Châteauroux Métropole,CA,14,75845
243600343,,,CC Coeur de Brenne,CC,11,4997
243600350,,,CC de la Châtre et Sainte-Sévère,CC,30,17221
243700499,,,CC du Castelrenaudais,CC,16,17211
243700754,,,Tours Métropole Val de Loire,ME,22,299177
243700820,,,CC de Bléré Val de Cher,CC,15,21879
243800455,,,CA Viennagglo,CA,18,69224
243800604,,,CA Porte de l'Isère (C.A.P.I),CA,22,107169
243800745,,,CC de l'Oisans,CC,19,10940
243800778,,,CC du Pays Roussillonnais,CC,22,53098
243800844,,,CC du Territoire de Beaurepaire,CC,15,15687
243800935,,,CC Lyon Saint-Éxupéry-en-Dauphiné,CC,6,26977
243800984,,,CA du Pays Voironnais,CA,31,95953
243801024,,,CC du Massif du Vercors,CC,6,12295
243801073,,,CC de Bièvre Est,CC,14,22343
243801255,,,CC des Collines du Nord Dauphiné,CC,10,24366
243900354,,,CC de la Station des Rousses-Haut Jura,CC,4,7095
243900412,,,CC Jura Sud,CC,17,7281
243900420,,,CC du Val d'Amour,CC,24,9717
243900479,,,CC du Haut-Jura (Arcade),CC,4,9887
243900560,,,CC Jura Nord,CC,33,11751
243900610,,,CC La Grandvallière,CC,10,5339
243900719,,,CC du Pays des Lacs,CC,30,6303
243901071,,,CC de la Région d'Orgelet,CC,25,6017
243901089,,,CC de la Plaine Jurassienne,CC,21,9511
244000543,,,CC de Mimizan,CC,6,12305
244000659,,,CC du Seignanx,CC,8,27241
244000675,,,CA du Grand Dax,CA,20,57080
244000691,,,CC du Pays Morcenais,CC,9,9808
244000766,,,CC du Pays Tarusate,CC,17,17891
244000774,,,CC du Pays de Villeneuve en Armagnac Landais,CC,12,6398
244000808,,,CA Mont-de-Marsan Agglomération,CA,18,56396
244000824,,,CC du Pays Grenadois,CC,11,7920
244000857,,,CC Côte Landes Nature,CC,10,11565
244000865,,,CC Maremne Adour Côte Sud,CC,23,65319
244000873,,,CC des Grands Lacs,CC,7,29620
244000881,,,CC Coteaux et Vallées des Luys,CC,16,7823
244100293,,,CC des Collines du Perche,CC,12,6374
244100780,,,CC de la Sologne des Étangs,CC,11,8123
244100798,,,CC du Grand Chambord,CC,17,21566
244100806,,,CC de la Sologne des Rivières,CC,8,12092
244200614,,,CC des Vals d'Aix et Isable,CC,14,6189
244200622,,,CC des Monts du Pilat,CC,16,15570
244200630,,,CC du Pays entre Loire et Rhône,CC,16,14063
244200770,,,Saint-Etienne Métropole,ME,53,409382
244200820,,,CC du Pays d'Urfé,CC,11,5346
244200895,,,CC du Pilat Rhodanien,CC,14,17135
244300307,,,CC du Pays de Montfaucon,CC,8,8536
244301016,,,CC des Sucs,CC,9,18405
244301032,,,CC Brioude Sud Auvergne,CC,27,17807
244301099,,,CC Auzon Communauté,CC,12,9413
244301107,,,CC du Haut-Lignon,CC,6,8450
244301123,,,CC des Pays de Cayres et de Pradelles,CC,20,5394
244301131,,,CC Loire et Semène,CC,7,20834
244400404,,,Nantes Métropole,ME,24,646513
244400438,,,CC de Grand Lieu,CC,9,38779
244400453,,,CC de la Région de Blain,CC,4,16354
244400503,,,CC d'Erdre et Gesvres,CC,12,61452
244400537,,,CC de Nozay,CC,7,15829
244400552,,,CC du Pays d'Ancenis,CC,21,67506
244400586,,,CC du Sud-Estuaire,CC,6,30198
244400610,,,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),CA,15,75668
244400644,,,CA de la Région Nazairienne et de l'Estuaire (Carene),CA,10,127122
244500203,,,CA Montargoise et Rives du Loing (A.M.E.),CA,15,64215
244500211,,,CC Giennoises,CC,11,26345
244500419,,,CC des Quatre Vallées,CC,19,17757
244500427,,,CC des Loges,CC,20,42440
244500468,,,Orléans Métropole,ME,22,289233
244500484,,,CC de la Forêt,CC,10,16601
244500542,,,CC de la Plaine du Nord Loiret,CC,15,7003
244600433,,,CC de la Vallée du Lot et du Vignoble,CC,27,14999
244600482,,,CC Quercy - Bouriane,CC,20,10781
244600532,,,CC du Pays de Lalbenque-Limogne,CC,23,8407
244600573,,,CC du Causse de Labastide-Murat,CC,17,3931
244700449,,,CC du Pays de Duras,CC,17,5787
244700464,,,CC du Pays de Lauzun,CC,20,10847
244701355,,,CC des Coteaux et Landes de Gascogne,CC,27,12791
244701405,,,CC Lot et Tolzac,CC,15,7446
244800405,,,CC Coeur de Lozère,CC,7,15917
244800470,,,CC du Gévaudan,CC,12,10379
244900015,,,CU Angers Loire Métropole,CU,31,301245
244900809,,,CC Anjou Bleu Communauté,CC,11,36016
244900882,,,CC Baugeois Vallée,CC,7,36160
245100615,,,CC de la Grande Vallée de la Marne,CC,14,15375
245100888,,,CC de la Brie Champenoise,CC,19,7643
245100979,,,CC du Sud Marnais,CC,14,6303
245200597,,,CC des Trois Forêts,CC,29,7977
245300223,,,CC du Pays de Meslay-Grez,CC,22,14324
245300306,,,CC du Pays de Loiron,CC,14,17262
245300330,,,CA de Laval,CA,20,100039
245300355,,,CC de l'Ernée,CC,15,21482
245300389,,,CC du Bocage Mayennais,CC,27,19797
245300447,,,CC du Pays de Château-Gontier,CC,23,31337
245400171,,,CC Moselle et Madon,CC,19,29420
245400189,,,CC des Pays du Sel et du Vermois,CC,16,29885
245400262,,,CA de Longwy,CA,21,61717
245400510,,,CC du Pays de Colombey et du Sud Toulois,CC,38,11613
245400601,,,CC du Bassin de Pompey,CC,13,41080
245400676,,,Métropole du Grand Nancy,ME,20,262162
245400759,,,CC du Pays du Sanon,CC,28,6086
245500327,,,CC du Sammiellois,CC,19,8930
245501176,,,CC du Territoire de Fresnes-en-Woëvre,CC,32,5063
245501184,,,CC du Pays de Revigny-sur-Ornain,CC,16,7578
245501242,,,CC du Pays d'Étain,CC,26,7931
245501259,,,CC du Pays de Montmédy,CC,25,7430
245600440,,,CC de Blavet Bellevue Océan,CC,5,18237
245600465,,,CC de Belle-Ile-en-Mer,CC,4,5524
245614383,,,CC Questembert Communauté,CC,13,23687
245614417,,,CC Roi Morvan Communauté,CC,21,26145
245614433,,,CC Pontivy Communauté,CC,25,47569
245700133,,,CC du District Urbain de Faulquemont (Duf),CC,33,25274
245700372,,,CA de Forbach Porte de France,CA,21,79566
245700398,,,CC de Freyming-Merlebach,CC,11,33069
245700695,,,CC de Cattenom et Environs,CC,20,26047
245700950,,,CC du Pays de Phalsbourg,CC,26,18159
245701164,,,CC du Warndt,CC,5,18472
245701206,,,CC du Saulnois,CC,128,30452
245701222,,,CA du Val de Fensch,CA,10,70700
245701271,,,CC du Pays Orne Moselle,CC,13,54500
245701354,,,CC de l'Arc Mosellan,CC,26,34763
245701362,,,CA Portes de France-Thionville,CA,13,80389
245701404,,,CC du Pays Haut Val d'Alzette,CC,8,28330
245801063,,,CC Loire et Allier,CC,6,7494
245804406,,,CA de Nevers,CA,13,69973
245804497,,,CC du Nivernais Bourbonnais,CC,9,5716
245900410,,,Métropole Européenne de Lille,ME,90,1155161
245900428,,,CU de Dunkerque,CU,17,203030
245900758,,,CC Flandre Lys,CC,8,40239
245901038,,,CC du Pays Solesmois,CC,15,15293
245901061,,,CC de la Haute-Deûle,CC,5,24526
245901152,,,CC Coeur d'Ostrevent [C.C.C.O.],CC,21,73279
245901160,,,CA Valenciennes Métropole,CA,35,194772
246000129,,,CC du Liancourtois,CC,10,23895
246000376,,,CC du Clermontois,CC,19,38608
246000566,,,CC du Plateau Picard,CC,52,30910
246000582,,,CC des Sablons,CC,21,36979
246000707,,,CC du Vexin-Thelle,CC,38,19967
246000749,,,CC des Lisières de l'Oise,CC,20,16958
246000756,,,CC du Pays Noyonnais,CC,42,34122
246000764,,,CC de l'Aire Cantilienne,CC,11,46199
246000772,,,CC des Deux Vallées_60,CC,16,23517
246000848,,,CC de la Picardie Verte,CC,89,33738
246000855,,,CC du Pays des Sources,CC,48,22622
246000871,,,CC du Pays de Valois,CC,62,56216
246000897,,,CC de la Plaine d'Estrées,CC,19,18039
246000913,,,CC du Pays de Bray,CC,23,18866
246000921,,,CC des Pays d'Oise et d'Halatte,CC,17,34798
246100390,,,CC du Val d'Orne,CC,17,6174
246100663,,,CU d'Alençon,CU,34,58924
246200299,,,CA d'Hénin-Carvin,CA,14,126626
246200364,,,CA de Lens - Liévin,CA,36,245036
246200380,,,CC de la Terre des Deux Caps,CC,21,22425
246200729,,,CA du Boulonnais,CA,22,117956
246200844,,,CC de la Région d'Audruicq,CC,15,27479
246201016,,,CC du Pays de Lumbres,CC,36,24618
246201149,,,CA du Calaisis,CA,10,105998
246300701,,,Clermont Auvergne Métropole,ME,21,293125
246300966,,,CC du Massif du Sancy,CC,20,9817
246301097,,,CC Entre Dore et Allier,CC,14,19130
246400337,,,CC de la Vallée d'Ossau,CC,18,10127
246401756,,,CC Pays de Nay,CC,29,29735
246500482,,,CC de la Haute-Bigorre,CC,25,17884
246500573,,,CC Aure-Louron,CC,47,7198
246600282,,,CC Sud-Roussillon,CC,6,22615
246600373,,,CC du Vallespir,CC,10,21014
246600399,,,CC Pyrénées Cerdagne,CC,19,9093
246600415,,,CC Roussillon-Conflent,CC,16,18598
246600423,,,CC Agly Fenouillèdes,CC,22,6085
246600449,,,CC des Aspres,CC,19,20886
246600464,,,CC Pyrénées Catalanes,CC,19,6331
246600548,,,CC du Haut Vallespir,CC,14,9893
246700306,,,CC de la Vallée de la Bruche,CC,26,21834
246700488,,,Eurométropole de Strasbourg,ME,33,494272
246700744,,,CC des Portes de Rosheim,CC,9,18232
246700777,,,CC de la Vallée de Villé,CC,18,11231
246700843,,,CC de la Basse-Zorn,CC,7,17239
246700926,,,CC du Pays de Wissembourg,CC,12,16718
246700959,,,CC du Pays de la Zorn,CC,21,16182
246700967,,,CC de Sélestat,CC,12,37183
246701064,,,CC de la Région de Molsheim-Mutzig,CC,18,40399
246701080,,,CC du Pays de Sainte-Odile,CC,6,18389
246701098,,,CC du Pays de Niederbronn-les-Bains,CC,13,23655
246800205,,,CC de la Vallée de Saint-Amarin,CC,15,12757
246800395,,,CC du Val d'Argent,CC,4,9875
246800445,,,CC du Centre du Haut-Rhin,CC,9,15439
246800494,,,"CC du Pays de Rouffach, Vignobles et Châteaux",CC,11,13747
246800551,,,CC de la Vallée de Kaysersberg,CC,8,17268
246800569,,,CC de la Région de Guebwiller,CC,19,39397
246800577,,,CC du Pays de Ribeauvillé,CC,16,18563
246800585,,,CC de la Vallée de Munster,CC,16,16667
246800676,,,CC de la Vallée de la Doller et du Soultzbach,CC,15,16631
246800726,,,CA Colmar Agglomération,CA,20,116782
246900575,,,CC de l'Est Lyonnais (Ccel),CC,8,40993
246900625,,,CC du Pays de l'Arbresle (Ccpa),CC,17,38128
246900633,,,CC de la Région de Condrieu,CC,11,14026
246900724,,,CC des Vallons du Lyonnais (Ccvl),CC,8,29373
246900740,,,CC du Pays Mornantais (Copamo),CC,11,28609
246900757,,,CC de la Vallée du Garon (Ccvg),CC,5,30855
246900765,,,CC du Pays de l'Ozon,CC,7,25696
247000011,,,CA de Vesoul,CA,20,34092
247000367,,,CC des Combes,CC,27,7807
247000623,,,CC des Quatre Rivières_70,CC,42,9992
247000664,,,CC du Pays de Lure,CC,24,20178
247000698,,,CC des Monts de Gy,CC,25,6326
247000706,,,CC du Pays Riolais,CC,33,12677
247000714,,,CC du Pays de Villersexel,CC,34,8173
247000722,,,CC du Pays d'Héricourt,CC,24,21585
247000755,,,CC du Pays de Luxeuil,CC,16,15989
247000821,,,CC Rahin et Cherimont,CC,9,12271
247000854,,,CC de la Haute Vallée de l'Ognon,CC,25,8916
247100290,,,CU Le Creusot Montceau-les-Mines,CU,34,97828
247100589,,,CA Le Grand Chalon,CA,51,117907
247100639,,,CC de Marcigny,CC,12,6450
247100647,,,CC Bresse Nord Intercom,CC,16,6702
247103765,,,CC Entre Saône et Grosne,CC,23,11641
247103864,,,CC du Canton de Semur-en-Brionnais,CC,14,5363
247104094,,,CC Sud Côte Chalonnaise,CC,36,11863
247200090,,,CC de Sablé-sur-Sarthe,CC,17,30101
247200132,,,CU Le Mans Métropole,CU,19,210635
247200348,,,CC du Pays Fléchois,CC,14,28644
247200421,,,CC du Sud Est du Pays Manceau,CC,5,17586
247200447,,,CC Orée de Bercé - Belinois,CC,8,19845
247200629,,,CC du Val de Sarthe,CC,16,30992
247200686,,,CC du Pays de l'huisne Sarthoise,CC,34,29608
247300015,,,CC des Vallées d'Aigueblanche,CC,7,7243
247300254,,,CC de Haute-Tarentaise,CC,8,16789
247300262,,,CC de Yenne,CC,13,7183
247300361,,,CC du Canton de la Chambre,CC,12,7529
247300452,,,CC Maurienne Galibier,CC,6,5835
247300528,,,CC Val Guiers,CC,13,12423
247300668,,,CC du Lac d'Aiguebelette (Ccla),CC,10,5825
247300676,,,CC Porte de Maurienne,CC,12,6914
247300817,,,CC Les Versants d'Aime,CC,4,9853
247400047,,,CC de la Vallée Verte,CC,8,7610
247400112,,,CC du Pays de Cruseilles,CC,13,15278
247400567,,,CC Fier et Usses,CC,7,15202
247400583,,,CC Arve et Salève,CC,8,19834
247400617,,,CC des Vallées de Thônes,CC,13,19724
247400666,,,CC des Quatre Rivières_74,CC,11,19150
247400682,,,CC du Haut-Chablais,CC,15,12848
247400690,,,CC du Genevois,CC,17,44341
247400724,,,CC du Pays Rochois,CC,9,28022
247400740,,,CC Rumilly Terre de Savoie,CC,18,31261
247400773,,,CC des Sources du Lac d'Annecy,CC,7,15631
247600497,,,CC du Canton de Criquetot-l'Esneval,CC,21,16893
247600505,,,CC Campagne-De-Caux,CC,22,15304
247600539,,,CC Caux Estuaire,CC,16,18702
247600588,,,CC des Villes Soeurs,CC,28,39045
247600596,,,CA Havraise (Co.D.A.H.),CA,17,239806
247600604,,,CC de Londinières,CC,16,5370
247600620,,,CC de la Région d'Yvetot,CC,20,27886
247600646,,,CC Caux - Austreberthe,CC,9,25758
247600729,,,CC Falaises du Talou,CC,24,24009
247600786,,,CA de la Région Dieppoise,CA,16,49409
247700024,,,CC du Pays Fertois,CC,19,28177
247700032,,,CC Moret Seine et Loing,CC,19,40048
247700057,,,CA Melun Val de Seine,CA,20,132209
247700065,,,CC du Pays de l'Ourcq,CC,22,18391
247700107,,,CC Pays de Montereau,CC,21,42549
247700339,,,CA Val d'Europe Agglomération,CA,7,35554
247700438,,,CC Pays Créçois,CC,19,36593
247700594,,,CA Marne et Gondoire,CA,20,103359
247700644,,,CC l'Orée de la Brie,CC,4,26587
247700701,,,CC Brie Nangissienne,CC,20,27752
247800550,,,CC du Pays Houdanais (C.C.P.H.),CC,36,29510
247800584,,,CA Versailles Grand Parc (C.A.V.G.P.),CA,19,270056
247800618,,,CC Coeur d'Yvelines,CC,31,50097
247900798,,,CC du Thouarsais,CC,31,36949
248000499,,,CC du Val de Somme,CC,33,26687
248000531,,,CA Amiens Métropole,CA,39,182600
248000747,,,CC du Pays du Coquelicot,CC,66,29018
248100158,,,CC du Sor et de l'Agout,CC,26,23444
248100430,,,CA de Castres Mazamet,CA,14,81009
248100497,,,CC Val 81,CC,19,5689
248100737,,,CA de l'Albigeois (C2a),CA,16,84990
248100745,,,CC Thoré Montagne Noire,CC,9,5205
248200016,,,CC des Deux Rives,CC,28,19254
248200057,,,CC du Quercy Caussadais,CC,19,20739
248200065,,,CC de la Lomagne Tarn-et-Garonnaise,CC,31,10241
248200099,,,CA Grand Montauban,CA,10,77554
248200107,,,CC du Quercy Rouergue et des Gorges de l'Aveyron,CC,17,7803
248300394,,,CA Sud Sainte-Baume,CA,9,61329
248300410,,,CC de la Vallée du Gapeau,CC,5,30746
248300493,,,CA Dracénoise,CA,23,110296
248300543,,,Métropole Toulon-Provence-Méditerranée,ME,12,437460
248300550,,,CC Coeur du Var,CC,11,43144
248400053,,,CA Ventoux-Comtat-Venaissin (Cove),CA,25,71001
248400160,,,CC Aygues-Ouvèze en Provence (Ccaop),CC,8,19325
248400236,,,CC du Pays Réuni d'Orange,CC,5,46028
248400251,,,CA du Grand Avignon (Coga),CA,16,196640
248400285,,,CC Territoriale Sud-Luberon,CC,16,25295
248400293,,,CC des Sorgues du Comtat,CC,5,49123
248400319,,,CC du Pays des Sorgues et des Monts de Vaucluse,CC,5,33990
248400335,,,CC Vaison Ventoux,CC,19,17283
248500191,,,CC de l'Ile de Noirmoutier,CC,4,9674
248500258,,,CC Océan Marais de Monts,CC,5,19397
248500340,,,CC Pays de Chantonnay,CC,10,22951
248500415,,,CC du Pays de la Châtaigneraie,CC,18,16042
248500464,,,CC du Pays de Pouzauges,CC,10,23811
248500530,,,CC du Pays des Achards,CC,9,18512
248500563,,,"CC Vendée, Sèvre, Autise",CC,16,16707
248500589,,,CA La Roche-sur-Yon Agglomération,CA,13,99364
248500621,,,CC du Pays des Herbiers,CC,8,30051
248500662,,,CC du Pays de Mortagne,CC,12,28787
248600413,,,CA Grand Châtellerault,CA,47,86669
248600447,,,CC du Pays Loudunais,CC,45,25103
248700189,,,CC du Pays de Saint-Yrieix,CC,9,12666
248719262,,,CC Gartempe - Saint-Pardoux,CC,8,5355
248719288,,,CC du Val de Vienne,CC,9,16267
248719312,,,CA Limoges Métropole,CA,20,212550
248719338,,,CC Briance Combade,CC,10,5700
248719353,,,CC des Portes de Vassivière,CC,12,5683
248719361,,,CC de Noblat,CC,12,12275
248900334,,,CA du Grand Sénonais,CA,27,60204
248900383,,,CC de l'Agglomération Migennoise,CC,8,15223
248900524,,,CC de l'Aillantais,CC,13,10685
248900664,,,CC de la Vanne et du Pays d'Othe,CC,22,8926
248900748,,,CC du Gâtinais en Bourgogne,CC,26,17770
248900896,,,CC Yonne Nord,CC,23,24926
248900938,,,CC du Jovinien,CC,19,22109
249000241,,,CC du Sud Territoire,CC,27,24063
249100074,,,CC du Pays de Limours (Ccpl),CC,14,27435
249100157,,,CC des Deux Vallées_91,CC,15,19101
249100546,,,CC du Val d'Essonne (Ccve),CC,21,60528
249100553,,,CC Entre Juine et Renarde (Ccejr),CC,16,27780
249100595,,,CC Le Dourdannais en Hurepoix (Ccdh),CC,11,26710
249500109,,,CA de Cergy-Pontoise,CA,13,207503
249500430,,,CC Sausseron Impressionnistes,CC,15,19769
249500455,,,CC de la Vallée de l'Oise et des Trois Forêts,CC,9,39072
249500489,,,CC du Haut Val d'Oise,CC,9,38326
249500513,,,CC du Vexin-Val de Seine,CC,26,17000
,,,,,,