siren,feuillus,coniferes,mixtes,peupleraies,total,jeune_peup,tx_boisement,,
200066140,18536.4,843.9,1393.7,39.3,21128.9,315.6,0.318204888,,
200066157,26278.3,961.9,2505.4,69.3,29994.2,179.3,0.421468709,,
200066165,13235.3,922.1,1043.1,27.8,15456,227.7,0.440834208,,
200066173,14058.9,811.3,578.5,80.6,15725.1,195.8,0.317520348,,
200066223,11018,663,465.1,16,12198.1,36,0.317354723,,
200066231,6322.2,245.7,113.1,36.9,6799.1,81.2,0.162426301,,
200066280,5299.8,788.3,965.4,89.1,7223.1,80.5,0.147048585,,
200066322,7107.2,132.4,120.3,639,8129.8,130.9,0.180639341,,
200066330,14738,869.9,1231.6,423.8,17400.6,137.3,0.264802964,,
200066348,43580.9,9698.1,5821.4,0,59672.6,572.2,0.76099324,,
200066355,2681,1659.7,913.4,0,5384.2,130.1,0.144357814,,
200066363,34923.7,15833.7,7121.4,0,57894,15.2,0.510906649,,
200066371,53972.4,2372.3,2240.5,156.9,59302.5,560.4,0.458651914,,
200066389,3119.730735,188.5,127.6451174,147.7655816,3753.448878,169.8074439,0.046334319,,
200066405,6797.580842,802.9184436,209.5630722,31.4013033,8063.34269,221.8790282,0.158109513,,
200066405,6797.580842,802.9184436,209.5630722,31.4013033,8063.34269,221.8790282,0.158109513,,
200066413,15452.8,1972.2,1069.1,86.3,19137.4,557,0.206380549,,
200066462,19338.7,1339.8,710.7,64,21965.9,512.7,0.226697972,,
200066462,19338.7,1339.8,710.7,64,21965.9,512.7,0.226697972,,
200066512,22545.7,2929.8,1113.9,0.9,29342.8,2752.5,0.474574517,,
200066520,14445.2,560,515.1,0,16747,1226.7,0.396735525,,
200066553,26610.9,15405.7,5351.2,2.5,49453.9,2083.6,0.630373044,,
200066553,26610.9,15405.7,5351.2,2.5,49453.9,2083.6,0.630373044,,
200066561,16667.7,5558.6,4408.7,45.2,27279.5,599.3,0.57390172,,
200066587,4224.2,664.4,648.9,1,5538.5,0,0.170120683,,
200066603,4834.3,183,321.9,13.6,5485.5,132.7,0.214616874,,
200066637,16089.8,7046.3,4309.6,0.8,28065.3,618.8,0.280175861,,
200066645,11866.7,10237.1,4680.1,0,29718.5,2934.6,0.575556218,,
200066652,7077.1,312.8,154.3,952.9,8693,195.9,0.184008433,,
200066660,16034.4,13412.8,8775.5,0,38681.9,459.2,0.280007181,,
200066678,30331.2,5939.7,4720.7,5.7,41742.1,744.8,0.388862184,,
200066710,6142.4,664.1,351.9,62.2,7650.3,429.7,0.198519337,,
200066728,799.3,19.2,38.5,7.9,880.4,15.5,0.079007825,,
200066744,32627.1,34460.6,26763.2,9.2,104110.4,10250.3,0.569896175,,
200066744,32627.1,34460.6,26763.2,9.2,104110.4,10250.3,0.569896175,,
200066751,21305.5,4960.4,8995.8,22.9,35998.9,714.3,0.550481457,,
200066769,13434.1,1011.2,2107.1,21.4,16749,175.2,0.429167724,,
200066777,6522.1,3200.7,5075.8,315.7,15419.5,305.2,0.19017074,,
200066785,5147,4860.1,4528.9,72.3,14929.9,321.6,0.232699756,,
200066793,9016.8,6611.8,8681.6,7.8,24318,0,0.452188142,,
200066801,3422.6,180.6,113.4,39.9,3823.1,66.6,0.065923815,,
200066819,7042.1,213.9,259.8,33.5,7635.7,86.4,0.185978484,,
200066827,5263.4,417.9,342,124.9,6286.1,137.9,0.222098561,,
200066827,5263.4,417.9,342,124.9,6286.1,137.9,0.222098561,,
200066835,12540.4,271.9,447.2,2272.7,16259.5,727.3,0.212998272,,
200066850,19066.9,544.1,358.2,482.7,21047.8,595.9,0.354412859,,
200066868,4795,1097.5,757.3,19.6,6837.5,168.1,0.240666369,,
200066876,2067.3,1026.8,1267,770.5,5457.7,326.1,0.067254053,,
200066884,8482.8,251.2,283.3,155.5,9244.8,72,0.273921623,,
200066892,13985.2,212.9,886,166.8,15523.7,272.8,0.346869644,,
200066918,40171.9,11986.3,9024.2,18.1,61965,764.5,0.64877344,,
200066926,7777.4,400.2,251.8,220.6,8709.7,59.7,0.143644304,,
200066975,6840.1,2031,333.9,146,9607.9,256.9,0.469156359,,
200067023,2091.7,93.2,75.6,81.5,2397.6,55.6,0.037129495,,
200067031,3141,1237.3,244.7,62.5,4878.8,193.3,0.098921731,,
200067049,51600.8,9208.8,12167.9,0,73021.7,44.2,0.792316381,,
200067064,7260.6,139.4,418.7,15.7,7870.1,35.7,0.422914472,,
200067072,1231,122.5,188.9,18.3,1599.9,39.2,0.064359502,,
200067080,13730.6,2004.8,4302.9,255.5,20591.5,297.7,0.347951057,,
200067106,97948.2,2058.7,3582.1,656.5,104724.1,478.6,0.349777323,,
200067114,8466.6,906,1959.2,247.5,11655.9,76.6,0.266532058,,
200067122,4929.2,61.1,58.2,184.3,5306,73.2,0.240386358,,
200067130,52871.8,1293,2367.1,405.6,57433.3,495.8,0.317813757,,
200067130,52871.8,1293,2367.1,405.6,57433.3,495.8,0.317813757,,
200067155,18987.2,1332.9,1589.2,6.5,22045.6,129.8,0.466724675,,
200067163,24781.1,6063.2,2040.8,0.8,33356,470.1,0.509944811,,
200067171,21387.2,2208.2,2233.3,0.7,25877.1,47.7,0.299670303,,
200067189,26260.9,10796.4,6789.2,3.5,48623.6,4773.6,0.512229603,,
200067197,6949.1,2909.3,1151.9,22.2,11556.4,523.9,0.279278387,,
200067205,11255.6,1047,666.8,250.6,13567.5,347.5,0.093444073,,
200067213,17992.4,2461.1,3014.1,1274.1,25734.6,992.9,0.180024554,,
200067221,7939.7,1202.9,2574.2,137.2,12029.9,175.9,0.179248699,,
200067239,9271.2,356,233.9,73.1,10084,149.8,0.192305125,,
200067247,4163.9,879.9,576.9,30.2,5772.1,121.2,0.135330113,,
200067254,9501.8,64.2,113.2,53.8,9814.5,81.5,0.285843682,,
200067262,40829.5,2398.5,8082.3,24.3,51494,159.4,0.481822418,,
200067288,13217,228.1,345.4,76.4,14003.5,136.6,0.31524788,,
200067296,9835.1,268.1,243.1,8.4,10488.5,133.8,0.178757077,,
200067304,11353.1,1415.7,586.5,698.6,14571.6,517.7,0.313222918,,
200067320,2169.7,6318,6940.8,0,15465.4,36.9,0.633978569,,
200067320,2169.7,6318,6940.8,0,15465.4,36.9,0.633978569,,
200067346,3141,188.4,148.2,96.5,3677.3,103.2,0.081543818,,
200067361,56482,1639,1038.7,143.9,59748.8,445.2,0.464931407,,
200067361,56482,1639,1038.7,143.9,59748.8,445.2,0.464931407,,
200067379,7110.9,95.4,600.6,2624.9,10844.8,413,0.239669385,,
200067429,17883.4,1158.9,485.6,46.7,19580.4,5.8,0.427071133,,
200067437,35607.7,40930.8,31271.2,5.5,108698.4,883.2,0.680114401,,
200067445,5275,20055.7,19001,0,44508.1,176.4,0.620032459,,
200067452,248.7,34536.7,857.4,0,36027.2,384.4,0.432202617,,
200067460,12194,3566.3,1523,665.4,18387.6,438.9,0.155517402,,
200067478,21162.5,1277.4,1747.4,7.6,24328.9,134,0.37692577,,
200067486,9170.6,671.1,541.6,12,10599.8,204.5,0.311862472,,
200067502,5979.2,769.6,960.2,80.3,7903.9,114.6,0.227265931,,
200067510,19120.5,1758,990.2,23.6,23217.2,1324.9,0.231110049,,
200067544,14703.1,734.9,975.6,101.5,17116.2,601.1,0.168808306,,
200067551,5804.4,742.5,2977.7,25.9,9550.5,0,0.400153349,,
200067593,16453.2,3931.4,3080.7,9.2,24761,1286.5,0.262204568,,
200067627,4875.1,421.3,1641.2,55.1,6996,3.3,0.251653771,,
200067635,2054.4,21.1,59.4,37.3,2193.1,20.9,0.070420545,,
200067643,7337.3,219.8,265,53.5,8039.1,163.5,0.295611661,,
200067650,4474.2,337.9,274,45.5,5249,117.4,0.207621353,,
200067668,9744.4,38.2,52.9,317.2,10269.6,116.9,0.205372695,,
200067668,9744.4,38.2,52.9,317.2,10269.6,116.9,0.205372695,,
200067676,14770.6,3957.5,1653,308.6,21264.3,574.6,0.281680308,,
200067684,8876.5,229.8,813.8,551.1,10972.9,501.7,0.188763863,,
200067692,17502.4,2972.4,1998,24.5,22527.1,29.8,0.293342622,,
200067700,15374.4,711.2,211.9,111.4,16419.3,10.4,0.309851899,,
200067742,1502.9,22351.6,5036.2,0,28981.4,90.7,0.465830313,,
200067742,1502.9,22351.6,5036.2,0,28981.4,90.7,0.465830313,,
200067759,17826.9,6164.9,2117.7,28.6,27403.2,1265.1,0.661352332,,
200067767,18533.7,6007.4,10509.9,0,35080.2,29.2,0.735182736,,
200067783,8536.6,6752.6,4782.8,0,21768.6,1696.6,0.603632008,,
200067791,24568.8,3057.1,1366,43.2,29117.5,82.4,0.615597172,,
200067817,8301.8,9596.4,829.7,74.6,18802.5,0,0.349338204,,
200067825,5996.3,5075,6985.2,3.4,18087.8,27.9,0.517004042,,
200067825,5996.3,5075,6985.2,3.4,18087.8,27.9,0.517004042,,
200067841,9583.2,597.6,1559.1,48.3,12362.8,574.6,0.323344022,,
200067866,1706.3,18.4,39.6,147.4,1977.7,66,0.071376755,,
200067874,7118.8,4758.9,3924.9,184.1,18973.3,2986.6,0.474224614,,
200067882,29471.2,5854.1,1865.6,115.9,37500.4,193.6,0.309075684,,
200067890,24036.7,22163.3,8943,0.7,55183.4,39.7,0.566962836,,
200067908,19398.6,1976.1,1060.2,56.5,22526.7,35.3,0.34497402,,
200067916,19196.8,1126.9,106.3,168.1,20601.3,3.2,0.287243832,,
200067924,6863.7,2.1,2.6,120.9,7040.1,50.8,0.25861993,,
200067932,8550.9,4086.9,3270.1,94.2,16435.9,433.8,0.20084881,,
200067940,87373.7,6972.2,4544.4,52.9,99128.4,185.2,0.602280598,,
200067957,6032.3,539.4,381,74.9,7178.2,150.6,0.280630835,,
200067965,12486.2,1149.5,392,253.2,14506.4,225.5,0.547275018,,
200067973,6202.7,216.4,165.5,765.2,7405.3,55.5,0.233896389,,
200067981,17364.9,2644.2,1413.6,565.1,22370.3,382.5,0.19940598,,
200067999,9325.9,542.5,225.6,926,11347.3,327.3,0.245368248,,
200068005,4381.5,112.7,69.2,206.7,4788.5,18.4,0.100637853,,
200068047,2226.9,71.3,31.1,6.2,2355.8,20.3,0.28139371,,
200068070,25965.1,5034.5,5274.9,12.2,36662.1,375.4,0.549162672,,
200068088,24746.5,2787.3,973.6,97.2,28604.6,0,0.481757627,,
200068088,24746.5,2787.3,973.6,97.2,28604.6,0,0.481757627,,
200068096,7873.4,12369.1,7438.9,0,27753.1,71.7,0.349208486,,
200068104,31969.8,8514.8,27886.7,12.5,69755.1,1371.3,0.731251455,,
200068112,3961.9,3101.7,2055.9,3.6,9718.4,595.3,0.396717965,,
200068120,5618.6,438.2,925.6,82.4,7195.2,130.4,0.149968111,,
200068146,20313.7,12734.6,4594.6,128,38954.5,1183.6,0.46859005,,
200068229,29374.5,22259.7,17088.2,0,68871.2,148.8,0.630573732,,
200068278,17178.3,778.3,219.2,132.6,18418.7,110.3,0.334453098,,
200068294,15288.4,1115.8,1285.9,11.6,18191.1,489.4,0.461347082,,
200068369,10156.8,1005.2,1022.1,22.3,12376.7,170.3,0.25356946,,
200068377,3141.3,7767.6,4973.7,0,16096.2,213.6,0.614769407,,
200068435,5887.8,946.5,375.5,150.9,7469.9,109.2,0.191361709,,
200068443,1797.8,487.1,480.3,77.9,2971.5,128.4,0.087856497,,
200068450,7311.3,1180.1,843,199.2,9925.2,391.6,0.137607848,,
200068468,8448.7,1839.3,1265.9,168.7,12190.4,467.8,0.233414965,,
200068484,19609,2826.6,3907.4,4.9,26725.6,377.7,0.360415956,,
200068500,1531.7,7.4,14.7,345.4,1928.8,29.6,0.04815944,,
200068534,4469.9,389.7,84.9,72.9,5239.1,221.7,0.106735473,,
200068542,18377.4,167.5,101.5,995.7,19642.1,0,0.316839748,,
200068559,27345.4,1162.4,3211.9,36.9,32658.6,902,0.448535673,,
200068559,27345.4,1162.4,3211.9,36.9,32658.6,902,0.448535673,,
200068567,6300.7,5.6,35.3,252.6,6594.2,0,0.188926071,,
200068625,19988.8,73455.4,25166.9,0,119197.1,586,0.686610538,,
200068641,2946.3,71.3,30.3,87.9,3233.6,97.8,0.100617032,,
200068658,28744.5,3616.2,4238.1,59.1,38190.4,1532.5,0.409644292,,
200068666,34136.3,285.8,1410,1226.7,40769.7,3710.9,0.432534883,,
200068666,34136.3,285.8,1410,1226.7,40769.7,3710.9,0.432534883,,
200068674,11851.2,803.5,1656,695.5,15007.7,1.5,0.431123189,,
200068682,12314,595.7,1003.1,37.8,14110,159.4,0.338633227,,
200068757,34038.3,9171.1,8979.5,63.6,53899.8,1647.3,0.483357726,,
200068765,31917.4,39233.6,29804.8,1.6,101526.1,568.7,0.679656256,,
200068765,31917.4,39233.6,29804.8,1.6,101526.1,568.7,0.679656256,,
200068765,31917.4,39233.6,29804.8,1.6,101526.1,568.7,0.679656256,,
200068773,24489.8,2849,3025,40.4,31056.4,652.2,0.446531503,,
200068781,17256.4,1042.4,4390.8,54.2,23124.8,381,0.247849718,,
200068799,5531.269265,1003,336.0548826,115.6344184,7321.651122,335.6925561,0.090129896,,
200068807,3745.2,272.8,155.4,27.3,4270.5,69.8,0.135433845,,
200068815,10507.8,142.2,420,36.2,11315.4,209.2,0.196900172,,
200068831,12408.1,369.3,694.1,6.2,13528.9,51.2,0.231988957,,
200068856,12075.1,1332.8,656.6,47.2,14340.5,228.8,0.36735661,,
200068864,3012.2,2880.4,1270.1,0,7299.5,136.8,0.428885351,,
200068872,9663.3,188.6,147.7,108.2,10152.3,44.5,0.223211361,,
200068880,9844.2,156.3,667.9,368.7,11147.6,110.5,0.155764093,,
200068914,15208.3,474.3,604.8,25.1,16742.1,429.6,0.356311932,,
200068922,5271.4,892,399.6,500.1,7432.2,369.1,0.197067402,,
200068930,13168,1537,1697,251.8,16876.8,223,0.372725787,,
200068948,11035.4,8977.4,1559,1159.2,25037.8,2306.8,0.333808403,,
200068955,6380.4,2830.4,837.3,1459.6,12195.2,687.5,0.266935166,,
200068963,1437.3,169.9,149,151.9,1974.4,66.3,0.104729371,,
200068989,11613.8,961.6,572.9,620.9,14057.9,288.7,0.14726544,,
200068997,13016.7,17882.2,9704.9,35.6,40640.7,1.3,0.531702754,,
200069003,23386.8,4278.7,6764.5,301.4,35405.2,673.8,0.43423901,,
200069029,5597.2,530.7,640.9,259.1,7175.1,147.2,0.177189213,,
200069037,6516.8,112.5,74,406.9,7508.3,398.1,0.137199545,,
200069052,8902.3,433.4,403.1,27.5,9939.7,173.4,0.378175495,,
200069060,7357.8,2297.2,2312.2,0.8,12013.4,45.4,0.688972111,,
200069086,5473.2,1565.5,691.4,427.9,8334.7,176.7,0.190860794,,
200069094,13418.5,5572.4,5062.1,340.1,25859.5,1466.4,0.602055783,,
200069102,4743.1,18913.2,4727.4,0,28929.9,546.2,0.442722824,,
200069110,13957.2,8501.6,7192.8,3,29661.6,7,0.566439416,,
200069128,15778.6,21121.7,8329.3,3.4,45766.6,533.6,0.636547229,,
200069128,15778.6,21121.7,8329.3,3.4,45766.6,533.6,0.636547229,,
200069136,25896.6,10375.5,10434.6,0,46953.7,247,0.758674791,,
200069144,2373.9,5732.4,3956.9,0,12259.9,196.7,0.223651014,,
200069151,16418.9,21676.2,6806.4,2.9,45515.2,610.8,0.500666599,,
200069169,10290.2,7190.5,3860.8,0,21342.2,0.7,0.320845116,,
200069177,7678.7,1937.2,1091.5,19.6,10727,0,0.318682135,,
200069185,3012.9,10461.8,4225,0,17931.8,232.1,0.410932974,,
200069193,9688.1,220.5,22.1,366.6,10371.9,74.6,0.16332672,,
200069227,11980.2,384,468.8,290.6,13181.4,57.8,0.190118357,,
200069235,4576.6,128.8,117.4,152.7,5284.9,309.4,0.124665332,,
200069250,13689.3,1373.7,1541.9,563,18337.4,1169.5,0.208060598,,
200069268,6461,18217.4,5438.2,0,30767.7,651.1,0.526898311,,
200069300,16096.3,2158.3,1860.4,55.1,20255.7,85.6,0.327446876,,
200069383,19362.7,329.7,548.4,50.5,20400.4,109.1,0.304408162,,
200069383,19362.7,329.7,548.4,50.5,20400.4,109.1,0.304408162,,
200069391,8809.6,1653.2,980.6,725.1,12456.4,287.9,0.13457809,,
200069409,6892.6,2156.9,1439.3,359,11020.9,173.1,0.182130823,,
200069417,8254.2,1033.6,980.9,754.2,11549.7,526.8,0.294916579,,
200069425,7660.3,624.3,384.1,212.8,9191.9,310.4,0.058892423,,
200069433,9984.1,8367.2,4415.5,52.7,23240.3,420.8,0.517103811,,
200069441,16744.4,9072.2,7131.4,5.5,33356.8,403.3,0.554321581,,
200069458,6448.1,1211.1,510.5,102.8,8913.2,640.7,0.159027125,,
200069482,3555.4,33.4,88.9,254.2,4124.8,192.9,0.074442511,,
200069516,625.7,10.8,47.1,17.9,716.7,15.2,0.036943489,,
200069524,3209.9,414.5,143.8,45.7,4095.2,281.3,0.096820105,,
200069532,9971.5,1091.3,420.7,352.9,12320.9,484.5,0.135118774,,
200069540,1551.4,100.8,65.9,72.8,1820.1,29.2,0.144560227,,
200069565,523.4,17011.7,7391.5,0,25069,142.4,0.596991822,,
200069581,6065.5,6146.6,1457.9,314.5,16983.5,2999,0.562600414,,
200069599,8671.2,229.2,907.6,335.1,10294.2,151.1,0.227572074,,
200069615,15183,1477.4,760.9,231.9,18076.3,423.1,0.397773509,,
200069623,9641.2,10568.1,9969.5,0,30440.7,261.9,0.514952566,,
200069631,5820.9,467.4,632.6,894.1,8408.2,593.2,0.268818098,,
200069649,11302.7,1214.4,997.4,297.3,15540.4,1728.6,0.263750214,,
200069656,6474.4,70611.5,4174.5,32,145015,63722.6,0.809121257,,
200069664,29794.8,2404.7,3511.3,63.9,38329.1,2554.4,0.452729255,,
200069672,5589.6,33.3,64.5,480.5,6455.8,287.9,0.101189991,,
200069672,5589.6,33.3,64.5,480.5,6455.8,287.9,0.101189991,,
200069698,5955.8,144.8,107.1,250.1,6549.8,92,0.301177617,,
200069722,9441.2,550.4,328.5,69.7,10907.1,517.3,0.237395744,,
200069722,9441.2,550.4,328.5,69.7,10907.1,517.3,0.237395744,,
200069730,9819.3,1041.5,371.6,95.6,11684.2,356.2,0.189591778,,
200069730,9819.3,1041.5,371.6,95.6,11684.2,356.2,0.189591778,,
200069748,4768.1,86.7,94.6,170.3,5151.4,31.7,0.09251796,,
200069755,14833.1,231.5,672.6,871.4,17730.8,1122.2,0.137441456,,
200069763,5870.6,475.7,415.9,699.3,7555.1,93.6,0.1082067,,
200069821,2429.1,69.7,67.8,7,2719.2,145.6,0.125237192,,
200069839,2471.1,159.1,82,22.8,2798,63,0.073887073,,
200069847,1418.7,77.2,32,44.8,1622.6,49.9,0.065364954,,
200069854,16535.9,2059.7,2230.9,811.1,22419.4,781.8,0.209314463,,
200069912,10363.6,512.7,202.9,18.2,12259.1,1161.7,0.387283164,,
200069953,6443.6,113.6,73.8,426.7,7113.8,56.1,0.124795408,,
200069961,7747.662865,269.7596184,149.4,130.354349,8407.299785,110.1229522,0.104187325,,
200069995,9267.4,4181.6,1707.2,272.2,21950.9,6522.5,0.385282631,,
200070035,12215,215.2,232,405.5,13475.4,407.7,0.150968297,,
200070043,28657.1,838.9,1651.7,313.3,32105.4,644.4,0.160641939,,
200070068,9581.1,512.7,234.8,23.5,10668.6,316.5,0.217627488,,
200070092,10833.4,2244.3,4119.6,670.3,19040,1172.4,0.329268778,,
200070100,24430.7,2681.7,1647.5,62.5,29341.6,519.2,0.493692887,,
200070118,1343.6,0,0,230.2,1588.4,14.6,0.100612518,,
200070126,1240.7,102.4,256.2,1452.5,3940.2,888.4,0.101449313,,
200070142,9457.9,417.1,163.9,28.5,10273.4,206,0.360505594,,
200070159,2875.5,38.3,56.4,23.1,3018.6,25.3,0.030640148,,
200070167,7959.7,119.4,101.3,22.3,8289,86.3,0.214872305,,
200070183,8710.7,1088.7,638.8,304.3,11003.8,261.3,0.166204476,,
200070183,8710.7,1088.7,638.8,304.3,11003.8,261.3,0.166204476,,
200070233,1509.4,37,78,35.4,1684.1,24.3,0.043970476,,
200070282,16995.2,1630.9,1478.9,369.8,22184,1709.2,0.293143296,,
200070290,3903.1,230.1,143,11.6,4316.4,28.6,0.203829717,,
200070290,3903.1,230.1,143,11.6,4316.4,28.6,0.203829717,,
200070308,5955.8,590.3,230.8,71.3,6974.2,126,0.232779827,,
200070308,5955.8,590.3,230.8,71.3,6974.2,126,0.232779827,,
200070316,13157.4,2323.2,1188.2,17.5,16904.4,218.1,0.195113055,,
200070324,14641,1958,2785,113.9,19908.4,410.5,0.437933211,,
200070332,28210.2,1355.9,2196.3,408.5,33270.1,1099.2,0.411245116,,
200070332,28210.2,1355.9,2196.3,408.5,33270.1,1099.2,0.411245116,,
200070340,619.1,13385,284.5,0,14288.6,0,0.149393741,,
200070365,16792.8,3945.6,1996.5,0,22815.6,80.7,0.404767311,,
200070365,16792.8,3945.6,1996.5,0,22815.6,80.7,0.404767311,,
200070373,9194.6,1220.7,287.4,443.5,11458.4,312.2,0.212769434,,
200070407,21836.2,5100.1,5007.6,38.9,31992.9,10.1,0.311378242,,
200070431,24046.9,1878.2,2296.9,90.2,28335,22.8,0.475732361,,
200070449,7302.2,609.8,219.7,44.1,8349.8,174,0.155271741,,
200070464,4631.8,5169.3,2260.9,0,12064.8,2.8,0.333507484,,
200070506,8734.1,555.9,471.9,14.4,11053.7,1277.4,0.278870461,,
200070514,8630.5,28.3,132,1075,10111.8,246,0.133976199,,
200070530,30743.9,13281.8,4193.4,27.3,49761.3,1514.9,0.396327535,,
200070548,1410.6,2256.6,1150.9,6.5,5186,361.4,0.179212584,,
200070555,1528.7,71,40.7,477.1,2132.7,15.2,0.10011736,,
200070563,17426.1,459,1771,37.6,19969.5,275.8,0.423837813,,
200070571,5494.4,494,330.8,401.1,6774.8,54.5,0.202823749,,
200070589,6600.9,90.3,392.6,76.6,7270.5,110.1,0.208990876,,
200070647,12122.1,3892.3,2686.7,348.5,19752.6,703,0.339612909,,
200070662,3630,558.6,349.4,59.3,4707.5,110.2,0.100940251,,
200070670,2548.6,43.8,80.4,190.2,2929.5,66.5,0.089791452,,
200070688,3855.5,181.8,234,179,4575.3,125,0.114366775,,
200070712,10136.5,16126.6,10137.2,81.5,36506.4,24.6,0.584093989,,
200070720,9510.8,35390.2,4970.9,31.7,73570.8,23667.2,0.590986608,,
200070738,14555.4,1155.9,733.2,49.3,16713.2,219.4,0.355094557,,
200070738,14555.4,1155.9,733.2,49.3,16713.2,219.4,0.355094557,,
200070746,8593.7,197.6,306.1,88.8,9278.8,92.6,0.271784372,,
200070746,8593.7,197.6,306.1,88.8,9278.8,92.6,0.271784372,,
200070753,6832.3,1834.2,912.1,29.4,9623.2,15.2,0.236938259,,
200070761,7984.2,55743.8,11178,2.4,74961.1,52.7,0.609376423,,
200070779,9722.4,116.2,117.8,361.4,10641.6,323.8,0.290557218,,
200070787,15998.7,1201.7,1786.8,0,19005.7,18.5,0.439868357,,
200070795,7918.9,149.5,482.8,9.5,8600.4,39.7,0.258449555,,
200070803,8772.4,227,377.5,2.4,9430.4,51.1,0.354993412,,
200070811,16260.7,7450.6,2776.3,0,26490.4,2.8,0.264000853,,
200070829,15124.3,2153.6,1593.5,18.5,18893.2,3.3,0.616104038,,
200070845,8395.4,174.2,163.8,37,8786.7,16.3,0.221812986,,
200070852,11247.2,278,830.4,12.8,12381.5,13.1,0.45250878,,
200070852,11247.2,278,830.4,12.8,12381.5,13.1,0.45250878,,
200070894,18756.8,1675.3,1293,168.3,22428.7,535.3,0.456031946,,
200070902,13128.2,82,96.6,1128.4,15245.2,810,0.3954605,,
200070910,11124.5,1131.9,2399.8,1,14757.3,100.1,0.470190341,,
200070928,824.6,1.7,10.4,77.6,944.8,30.5,0.032491136,,
200070936,9223.8,1397.6,460.2,385.7,11985.3,518,0.152942783,,
200070944,995.1,7.3,15.7,24.3,1082.9,40.5,0.055833114,,
200070951,5885.5,139.3,152.7,512.7,7098.2,408,0.122162655,,
200070969,4723.4,41.4,61.9,313.4,5260.5,120.4,0.131669186,,
200070977,3283.3,20,26.7,288.3,3700.6,82.3,0.096507768,,
200070985,1091.5,4.3,0,379.3,1582.8,107.7,0.059926398,,
200070993,4069.8,116.1,38.9,203,4549.3,121.5,0.109936662,,
200071017,13473.9,1683,1211.5,54.8,16719.1,295.9,0.216315071,,
200071025,20643.2,3692.4,7142.9,0,32025.2,546.7,0.66377461,,
200071033,13101.9,4172,5089,1.9,22810.1,445.3,0.741545894,,
200071033,13101.9,4172,5089,1.9,22810.1,445.3,0.741545894,,
200071041,15742.5,845.1,2689.6,97.2,19830.6,456.2,0.336561373,,
200071058,12943.3,993.8,724.2,0.6,14714.9,53,0.414693466,,
200071066,5438.7,41489,18019.6,15.1,67200.7,2238.3,0.719312593,,
