siren,feuillus,coniferes,mixtes,peupleraies,total,jeune_peup,tx_boisement,,
200071066,5438.7,41489,18019.6,15.1,67200.7,2238.3,0.719312593,,
200071074,2849.2,103.3,43.1,36.1,3066,34.3,0.209903674,,
200071082,5628.4,697.2,126.5,13.5,6465.6,0,0.171294138,,
200071116,5360.8,603.8,532.1,63.7,6615.2,54.8,0.3542143,,
200071140,26797.9,1428.9,871.7,404.6,29513.3,10.2,0.220188038,,
200071140,26797.9,1428.9,871.7,404.6,29513.3,10.2,0.220188038,,
200071157,5137.6,21379.1,9966,0,36890.9,408.2,0.734160413,,
200071165,832.2,831.9,183.9,92.2,1967.2,27,0.113601321,,
200071173,10974,1884.4,743,14.5,13999.7,383.8,0.294956556,,
200071181,11853.9,540.5,474,479.3,13654,306.3,0.1522107,,
200071199,4815.2,96.2,262.4,208.2,5383.1,1.1,0.151925921,,
200071207,13863.6,435.2,1103.2,18.4,15563.5,143.1,0.312422213,,
200071215,15719.7,9094.5,7448.6,2.6,32383.1,117.7,0.383788332,,
200071223,4850.5,122.8,125.5,201.7,5436.8,136.3,0.168838428,,
200071298,4648.4,70.5,96.3,26.8,4872.8,30.8,0.078373723,,
200071314,5391.4,85.6,93.5,77.6,5872.7,224.6,0.155161709,,
200071363,17605.2,8934.2,2945,43.7,29585.1,57,0.405372521,,
200071371,2990.2,0,37,305.5,3348.3,15.6,0.129376398,,
200071389,14720.9,2203.8,885,189.3,18028.6,29.6,0.193801108,,
200071405,14160.3,630.1,926.1,7.1,15760.6,37,0.555998095,,
200071413,23340.2,5906.7,8015.6,0,37283.7,21.2,0.617057089,,
200071454,10535.3,1196.7,574.8,31.7,12780.3,441.8,0.240809689,,
200071470,12780.2,787.8,473.7,218.9,14260.6,0,0.130309,,
200071496,9946.9,840.4,302.9,173.3,11264.7,1.2,0.152171593,,
200071504,5549.3,589.2,170.9,126.5,6558.4,122.5,0.180333864,,
200071512,8631.7,1041.8,316.1,75.2,10068.2,3.4,0.137731686,,
200071520,2914.5,1243.3,471.8,99.9,5103.9,374.4,0.138936829,,
200071538,8224.6,69.1,34.9,640.1,9111.6,142.9,0.217438306,,
200071546,3187.6,468.3,189.8,111.5,4039.8,82.6,0.095023263,,
200071553,5843.5,743,198.7,719.9,7829.2,324.1,0.127690875,,
200071579,10440.7,236.3,242.4,673.3,11822.3,229.6,0.240492038,,
200071587,30717.6,5257.2,4763.4,1212.8,42978.5,1027.5,0.236244256,,
200071595,20396,4834.4,4135.4,95.7,29715.7,254.2,0.493904253,,
200071629,1906.6,212.2,352.4,242.7,2752.1,38.2,0.06644487,,
200071645,3545.3,2432.6,1344.4,11,7795.4,462.1,0.302665807,,
200071652,3117.3,2322.9,454.8,114.4,6229.1,219.7,0.267828427,,
200071678,4666.5,1103.4,390.3,141.1,6474.7,173.4,0.082453471,,
200071751,27474.1,2377.4,1433.7,351,31821.6,185.4,0.256733469,,
200071769,11118.3,172.1,85.6,1387.5,13084.6,321.1,0.431331052,,
200071777,2495.3,433.7,2346.8,1377.4,8253.6,1600.4,0.135252812,,
200071785,9374.4,404.6,128.6,2064.9,12386.6,414.1,0.321036099,,
200071819,24844.4,1165.9,2739.3,56.1,29801.7,996,0.518210225,,
200071827,16150.7,344.3,536.1,112.3,17679.2,535.8,0.274416063,,
200071843,3851.8,199.2,122.9,151.6,4360,34.5,0.145147544,,
200071850,4528.9,532.9,362.1,201.2,5686.7,61.6,0.131078882,,
200071868,4194.9,992.3,132,548.5,6287.1,419.4,0.095431446,,
200071876,17619.2,8418.6,3266,2704.1,33431.4,1423.5,0.268707461,,
200071884,12950.9,2949.7,1652.4,66.8,17901.4,281.6,0.189398131,,
200071884,12950.9,2949.7,1652.4,66.8,17901.4,281.6,0.189398131,,
200071892,2316.1,46.8,15.8,478.4,2895.3,38.2,0.097962788,,
200071900,3028.3,1393.7,566.8,217.9,5246.7,40,0.103538304,,
200071918,1445.4,479.3,161.1,46.5,2194.6,62.3,0.067233636,,
200071926,31475.8,8774.7,7916.8,37,48516,311.7,0.587519391,,
200071934,5245.5,342.5,102.1,133.1,6075.9,252.7,0.130814179,,
200071942,17410.5,964.5,997,25.1,20742.4,1345.3,0.163512801,,
200071967,3137.5,7970.2,4519.2,0,15639.2,12.3,0.486054737,,
200071983,2411,228.7,66,228.3,3003.4,69.4,0.090484569,,
200071991,18377.2,446.6,470.6,1008.3,20806.6,503.9,0.386392885,,
200072007,9624.3,22262.3,7362.4,0,39287,38,0.561912336,,
200072015,4372.6,5685.8,3805.6,64.9,14413.4,484.5,0.451435891,,
200072023,10120.5,53.3,186.7,403.4,11108.4,344.5,0.183989757,,
200072031,22999.4,259.5,333.5,1005.5,24787.2,189.3,0.278708911,,
200072049,29983.6,1265.7,1594.6,111.5,34275.1,1319.7,0.245939587,,
200072056,7363.6,587.2,860.4,24.9,8892.4,56.3,0.425979152,,
200072064,19817.3,4004.3,2553.5,709.9,27526.2,441.2,0.338494457,,
200072072,13717.7,694.9,539.5,431.1,15570.8,187.6,0.149834344,,
200072080,11505.4,3121.5,3853.3,13.6,18571.2,77.4,0.27050742,,
200072098,12189.6,1324,1649.9,28.8,15200.9,8.6,0.354631753,,
200072106,10360.5,436.5,425.9,399.9,11728.4,105.6,0.221983742,,
200072106,10360.5,436.5,425.9,399.9,11728.4,105.6,0.221983742,,
200072122,5571.3,2.2,13.2,154.4,5977,235.9,0.208245505,,
200072130,2789,21.9,38.2,93.7,3069.5,126.7,0.173457278,,
200072304,1248.9,35305,3228.2,0,39881.6,99.5,0.389857084,,
200072312,16515.8,1175.8,818.4,256.4,19249.6,483.2,0.267951002,,
200072320,11095,310.3,187.8,81.4,11729.8,55.3,0.225894107,,
200072346,14837.7,6486.5,3744.8,0.1,25792.9,723.8,0.588973124,,
200072452,3352.2,112,123.4,129.5,3996.7,279.6,0.073273041,,
200072460,5061.8,5.1,89.5,700.6,5977.6,120.6,0.092375355,,
200072478,3641.9,59,36.6,31.3,3904.9,136.1,0.166160301,,
200072544,6080.6,0,1.8,78.3,6220.3,59.6,0.157091771,,
200072635,25445.2,5064.1,5988.3,49.1,36739.8,193.1,0.557979962,,
200072643,22373.1,804.4,793.3,85.2,24431.9,375.9,0.245833333,,
200072650,11502.5,1279.2,978.6,1108.4,15291.2,422.5,0.313432255,,
200072668,8588.6,2205.4,1882.8,809.2,13861.9,375.9,0.202128032,,
200072676,5860.8,1014.8,160.2,498.5,7963.4,429.1,0.130989038,,
200072676,5860.8,1014.8,160.2,498.5,7963.4,429.1,0.130989038,,
200072684,6917.4,2978.3,704.7,485.3,11491.2,405.5,0.28515276,,
200072692,7374.9,813.6,346.4,314.9,9072.5,222.7,0.217705341,,
200072700,4098.1,422.1,362.9,187.7,5180.7,109.9,0.10529771,,
200072718,3431.3,1589.1,687.4,76.1,5986.9,203,0.138986199,,
200072726,7372.7,2026.5,1006.9,117.8,10854.5,330.6,0.122769574,,
200072734,1973.8,25.4,72.5,25.8,2127,29.5,0.067862909,,
200072825,11484.1,521.6,473.5,374,13190.8,337.6,0.310561024,,
200072874,11567.9,61.8,47.6,291.3,12902.9,934.3,0.342307376,,
200072882,2754.8,237.1,89.8,104.4,3274.2,88.1,0.066549457,,
200072981,20536.2,8281.7,4683.4,1084.4,35514.2,928.5,0.449604317,,
200072999,14865.1,1203.2,1074.1,103.9,17845.2,598.9,0.254660761,,
200073013,4134.6,50.3,0,21.9,4277.5,70.7,0.349403298,,
200073096,11769.8,2224.2,4421.3,54.8,19056.1,586,0.379263608,,
200073096,11769.8,2224.2,4421.3,54.8,19056.1,586,0.379263608,,
200073104,19820.1,1812.1,1038.3,0,22673.2,2.7,0.580185879,,
200073112,8913.9,7512.5,1533,1524.6,20139,655,0.331008162,,
200073120,25545.5,123.8,130,0,25848.9,49.6,0.664600361,,
200073138,30118.2,16198.4,8307.1,0,54649.2,25.5,0.600765781,,
200073146,25413.1,373.2,1186.9,140.7,27256,142.1,0.532293847,,
200073161,3843,62.5,115,110.6,4191.3,60.2,0.19655318,,
200073237,10525.2,1218.1,343.3,294.8,12925,543.6,0.254583989,,
200073245,12752.2,3852.7,1853.7,0,18458.6,0,0.560577992,,
200073252,16659.5,50.1,65.1,4.1,16781.1,2.3,0.714311254,,
200073260,3641.3,896.1,464.8,307.7,5353.5,43.6,0.056698793,,
200073344,24904,3166.7,999.3,71.8,29775.6,633.8,0.467905695,,
200073393,14352.1,30411.4,13879.3,0,58849,206.2,0.500109202,,
200073401,1793.3,8296.6,4332.8,3.5,14547.5,121.3,0.315041883,,
200073419,6052.8,33951.1,9912.1,4.5,50186.7,266.2,0.386703282,,
200073427,1744.2,7662.5,6455,0.5,16050.9,188.7,0.456864972,,
240100578,5018.6,4599.8,2109.6,0,11762.6,34.6,0.634547122,,
240100610,2775.2,4,1.2,56.4,2849.1,12.3,0.225817957,,
240100750,9038.9,4385.8,6916.2,5.9,20346.8,0,0.50346418,,
240100800,894.6,0,0,27.9,922.5,0,0.140640007,,
240100883,25857.2,2038.2,1142.7,84.1,29226.5,104.3,0.410079654,,
240100891,8298.4,2920.9,3446.5,0,14669.8,4,0.65057719,,
240200444,8355.6,609.6,372.4,444.3,9927.9,146,0.136895011,,
240200469,2568.4,2.6,12,661.4,3299.4,55,0.078575851,,
240200477,3698.3,24.4,76.9,389.7,4238.4,49.1,0.233783426,,
240200493,2483.2,7.4,24.9,233.8,2805,55.7,0.0621312,,
240200501,9521.5,108.8,267.1,1128.1,11195.3,169.8,0.281840587,,
240200519,3773.5,6.4,132.5,523.8,4558.2,122,0.196038965,,
240200576,10617.1,457.8,1682.6,575,13484.5,152,0.232458915,,
240200584,6286.6,1.1,20.4,413.9,6784,62,0.286568778,,
240200592,6208.8,140,230.5,354.9,6992.6,58.4,0.390275212,,
240200600,8044.9,1179.2,386.1,118.4,9881.9,153.3,0.281625476,,
240200634,1530.1,0.2,12.7,88.3,1640.8,9.5,0.0634231,,
240300491,4415.8,1793.4,829.2,18,7056.4,0,0.211425815,,
240300558,14716,1373.6,289,70.4,16458.9,9.9,0.332014734,,
240300566,3311.1,514.9,159.4,43.5,4028.9,0,0.210768337,,
240300657,4441.4,133.2,78.9,32.9,4686.4,0,0.12283562,,
240400440,11843.6,1819,6839.4,0,20923.9,421.9,0.671703504,,
240500439,925.3,22245.3,987.7,0,24179.1,20.8,0.275630108,,
240500462,1327.3,14133.1,2740.5,0,18447.9,247,0.353461539,,
240600551,14183,23519.3,9333.3,0,47059.3,23.7,0.71289872,,
240600585,12611.1,8611.3,6668,7.7,27900.7,2.6,0.573781516,,
240600593,5526,5444.4,5902,0,17113.1,240.7,0.794354652,,
240700302,12621.8,5334,2390.8,0,20346.6,0,0.728508975,,
240700617,3316,1913.8,1110.2,0,6383.7,43.7,0.687913533,,
240700716,2041.4,4352.2,2967.8,0,9375.3,13.9,0.632671103,,
240700815,8652.5,617,77.9,0,9351.8,4.4,0.4242372,,
240700864,15671.3,219.5,333.2,9.9,16233.9,0,0.616698134,,
240800821,14590.9,5049.1,1045.8,3.7,21130.4,440.9,0.76884508,,
240800847,12885.7,1013.4,1269.5,320.7,15836.7,347.4,0.30015352,,
240800862,22953.3,1124.7,1170.6,638.8,26239.6,352.2,0.257754359,,
240800920,24163.4,2380.2,2258.1,1582.5,31220,835.8,0.26068456,,
240900431,12572.7,970.4,758.6,0,14305.9,4.2,0.640543566,,
240900464,14332.8,5445.4,1798.5,5.1,21684.9,103.1,0.70970054,,
241000223,4412,77.1,324.3,159.9,5044.5,71.2,0.155845961,,
241000405,13771.8,934.6,2129.6,65.1,17082.7,181.6,0.484607354,,
241000447,9947.6,810.5,407.4,46.2,12413.7,1202,0.389702489,,
241000488,2965.5,518.2,1162.9,65.9,4866.7,154.2,0.110501841,,
241100593,2919.6,13036.4,2069.2,17.1,18550.2,507.9,0.199062965,,
241200187,2516.5,28.7,81.4,14.3,2674.7,33.8,0.129193837,,
241200542,5281.2,356.6,348.4,3,6066.5,77.3,0.224281479,,
241200567,10902.4,12646.4,3533.4,3.5,27163.6,77.9,0.525299406,,
241200567,10902.4,12646.4,3533.4,3.5,27163.6,77.9,0.525299406,,
241200625,3098.4,81.2,127.2,13.8,3338.9,18.3,0.205470769,,
241200641,14889.6,250.2,324.7,5.2,15559.6,89.9,0.374612377,,
241200658,3261.1,705.8,876.5,0,4963.1,119.7,0.18697775,,
241200674,3135.3,25.2,77.3,16,3267.2,13.4,0.174383663,,
241200765,5045.3,1647.6,1139.9,0,8099.9,267.1,0.16423721,,
241200807,6352,115.8,296,0,6804.2,40.4,0.25900239,,
241200906,19572.3,6928.5,4788.3,14.6,31416,112.3,0.480160665,,
241200914,17501.6,2055.5,1084.7,2.3,20761.8,117.7,0.468320081,,
241300375,2599.8,6249.1,1513,3.3,10401.3,36.1,0.324416124,,
241300417,6693.5,1149.2,551.2,46.7,8446.9,6.3,0.058594411,,
241400415,618.8,0.1,17.3,3.9,650.2,10.1,0.093126513,,
241400514,4805.2,409.9,485.9,78,5995.7,216.7,0.123256469,,
241400555,365,10.6,29.7,36,456.2,14.9,0.022781182,,
241400761,1321.3,97.3,21.9,192.4,1699.7,66.8,0.090821168,,
241400860,133.6,0,5.3,2.2,141.9,0.8,0.023190822,,
241400878,2373.9,138.3,86.2,130.7,2791.3,62.2,0.109036008,,
241500230,10950,930.9,1011.7,40.3,13028.8,95.9,0.263318728,,
241500255,7960.7,623.4,1288.3,1,9924,50.6,0.274941889,,
241500271,6763.7,176.3,434.3,3.5,7409.3,31.5,0.324370351,,
241501055,11530.8,1279.4,1626.2,3.2,14504.9,65.3,0.441607273,,
241501089,6650.3,241.3,354.4,0.8,7267.6,20.8,0.306824563,,
241501139,15584.7,1601.7,3217.1,3.6,20661.5,254.4,0.321089013,,
241600303,2923.6,2.4,25.6,82.6,3076.4,42.2,0.106495521,,
241700434,707.5,3.7,12.6,14,820.3,82.5,0.025261608,,
241700459,120.1,1074.6,261.9,3,1466.3,6.7,0.173682839,,
241700517,4419.7,30.9,7.7,85.1,4815.8,272.4,0.176410038,,
241700624,1930.1,1547,737.9,45.5,4481.7,221.2,0.259716854,,
241700632,4536.1,22.2,60.5,87.4,4889.9,183.7,0.184254752,,
241700640,5449.4,5476.1,1654.3,170.8,13089.3,338.7,0.189196846,,
241700699,976.2,1.2,5.4,39,1046.6,24.8,0.055763944,,
241800325,13605.9,5444.8,3076.4,86.3,22679,465.6,0.783385147,,
241800374,5315.7,323.1,187.7,215.5,6097.3,55.3,0.153614177,,
241800424,5691.8,159.3,303.4,311.2,6600.5,134.8,0.195014507,,
241800432,4150.2,135.7,66.5,112.3,4615.6,150.9,0.169504223,,
241800457,6050.5,78.5,152.4,49.7,6416.1,85,0.273556348,,
241800507,3289.2,182.4,139.5,340,3981.3,30.2,0.100617407,,
241900133,13045.6,8123.1,8974.2,0,32449.5,2306.6,0.683737542,,
241927201,26057,4396.8,8752.3,12.9,40540.7,1321.7,0.463260871,,
241927243,7448.7,643.6,1121.8,1.1,9470.1,254.9,0.280400314,,
242000354,4340.5,16.8,25.5,0,4382.8,0,0.63338006,,
242000495,30897.4,14739.3,9506.3,0,56267.9,1124.9,0.822337971,,
242000503,22399,1244.6,2568.9,0,26243.8,31.3,0.685658898,,
242010056,14962.3,57.2,197.4,0,15318.7,101.8,0.564980065,,
242010130,37854.3,742.7,2410,0,42581.6,1574.6,0.805879024,,
242020071,8479.5,9276,5109.9,0,23081.8,216.4,0.638105296,,
242020105,25799.8,5341.1,6834.6,0,38011.3,35.8,0.67180563,,
242100154,15255.1,1153.3,1594.5,6.6,18094.4,84.9,0.483476551,,
242100410,4151.8,474.4,812,47,5513.5,28.3,0.230975472,,
242101434,70907.8,5996.5,10900.5,70.3,89157.4,1282.3,0.490091249,,
242101442,7068.1,3701.1,1602.7,4,12999.3,623.4,0.483272301,,
242101459,7462.7,257.7,728.2,16.4,8532.8,67.8,0.26977603,,
242101491,13279.6,2029.9,2694.3,4.2,18322.4,314.4,0.424464682,,
242101509,10544,0,64.6,329.8,11301.8,363.4,0.296299986,,
242200715,11597.4,1910.8,843.8,233,14945.9,360.9,0.212043096,,
242400752,17850.2,1167,2039.9,21.4,21818.3,739.8,0.424744151,,
242400935,5663.1,4010.7,1921.5,189.1,13195,1410.6,0.541115777,,
242401024,19223,580.6,1806.7,78.7,22171.1,482.1,0.406673368,,
242500320,982.4,4595.5,1860.5,0,7568,129.6,0.38056159,,
242500338,706.6,3950,1884.7,0.6,6573.2,31.3,0.425015195,,
242500361,19598.9,1803.3,1530.5,47.6,23369.6,389.3,0.440446372,,
242504116,197.4,5137.7,1301.9,8,6660.2,15.2,0.409689543,,
242504181,9705.8,9255,4566.1,3.2,23894.3,364.2,0.384855001,,
242504355,360.5,3849.2,1565,0,5829.9,55.2,0.389662732,,
242504371,5911.6,1947.3,1853.8,3.5,9940,223.8,0.431290705,,
242504447,13149.5,1942.9,2053.6,26.7,17706.1,533.4,0.477618986,,
242504488,588.4,7681,1219.9,0,9807.1,317.8,0.477407703,,
242504496,777.4,4963.3,1590.3,0,7622.1,291.1,0.425839432,,
242600252,18261,5779.8,7718.9,12.4,31901.7,129.6,0.527266837,,
242600492,13000.7,2716,10388.6,0,26207.4,102.1,0.705693229,,
242600534,18064.3,46560.7,27650.7,0,92525.7,250,0.758688465,,
242700276,7521.5,571.1,350.5,10.5,8604,150.4,0.330631867,,
242700607,2579.7,334,157.8,12.8,3156.6,72.3,0.133895508,,
242700623,4917.6,567.9,334.7,106.6,6053.2,126.4,0.314115803,,
242852465,2442.137135,12.64038157,20.6,21.54565103,2533.100215,36.17704777,0.072002911,,
242900074,2206.9,80.8,57,5.8,2373.6,23.1,0.073882472,,
242900314,3055.2,32.6,66.7,8,3164.9,2.4,0.145295535,,
242900553,1511.5,35.5,80.4,17.4,1669,24.2,0.060896851,,
242900561,4355.3,1159.1,546.6,61.4,6355.8,233.4,0.155255425,,
242900629,1812.9,78.8,177.9,10.3,2082.5,2.6,0.116159081,,
242900645,1324.6,83.5,182.7,9.7,1627.9,27.4,0.152792769,,
242900660,1846.3,157.9,188.2,41.4,2269.2,35.4,0.174309812,,
242900694,9775.6,922.9,2126.6,107.8,13487.1,554.2,0.221568199,,
242900702,1944.6,122.6,419.7,26,2547.5,34.6,0.151659473,,
242900710,2242.7,138.5,236.9,51.2,2795.9,126.6,0.132108904,,
242900744,2747.3,653.1,370.5,60.6,4149.3,317.8,0.145444539,,
242900744,2747.3,653.1,370.5,60.6,4149.3,317.8,0.145444539,,
242900751,3448.2,958.9,372.6,94.9,4983,108.4,0.122457104,,
242900769,4600.5,372,448.4,47.4,5554.5,86.2,0.149343823,,
242900793,959.2,26.9,106.5,17.3,1114.8,4.9,0.05476249,,
242900801,5959.8,985.3,648.7,59.2,7892.1,239.1,0.210575045,,
242900835,9839.3,1374.7,1155.7,217.4,12889.1,302,0.187725479,,
243000270,20434,3374.8,1932.2,0,25780.9,39.9,0.670668512,,
243000296,3904.6,1898.9,2963.8,0,8842.1,74.8,0.454368403,,
243000569,365.1,534.7,972.9,0,1894,21.3,0.232658125,,
243000585,985.3,226.5,339.9,4.4,1565,8.9,0.076113864,,
243000593,536.7,164.2,487.4,7.3,1195.6,0,0.058341303,,
243000643,16017.8,3042.1,4272.4,2.1,23414.1,79.7,0.295328298,,
243000650,111.2,618.9,50.7,0,780.8,0,0.038239457,,
243000684,9159.8,422.1,742.3,2,10339.2,13,0.404370986,,
243100518,2988.2,51.7,81.7,108.1,3279.3,49.6,0.071993414,,
243100567,5315.7,3072.1,964.1,28.6,9596.4,215.9,0.271310071,,
243100567,5315.7,3072.1,964.1,28.6,9596.4,215.9,0.271310071,,
243100567,5315.7,3072.1,964.1,28.6,9596.4,215.9,0.271310071,,
243100633,2124.7,94.3,14.9,16,2261.5,11.6,0.090369269,,
243100732,2229.3,39.2,36.7,12.4,2348.6,31,0.111717866,,
243100773,2717.4,81.9,120,25.2,2989.5,45,0.203201468,,
243100781,1500.3,50.9,128.8,13.4,1764.8,71.4,0.176529428,,
243100815,750,0,7.2,17.6,788,13.2,0.163529583,,
243200391,4966.7,78.1,191.2,271.4,5607.9,100.5,0.081663055,,
243200409,6076,145.4,161.5,591.2,7548.3,574.2,0.237657149,,
243200417,5104.7,227.8,148.3,431.8,6034.6,122,0.120744645,,
243200425,6208.1,276.2,110.8,58.9,6684.4,30.4,0.230615836,,
243200458,10106.6,638.3,500.5,1257.6,13877.1,1374.1,0.258847998,,
243200508,4408.2,147,55.3,326.6,5012.1,75,0.167169187,,
243200599,2557.2,24.7,45.1,51.4,2736.7,58.3,0.083430634,,
243200607,5103,345.7,157.3,107.7,5779.6,65.9,0.152536692,,
243300316,7180.7,4704.4,2518.2,66.7,17179.6,2709.6,0.29813324,,
243300563,851.1,12173.8,2814,0,20108.9,4270,0.626316707,,
243300811,2848.7,627.2,1130.5,188,5480,685.6,0.180763826,,
243301165,1635,6453.1,1184.7,1,15279.1,6005.3,0.657762529,,
243301181,4562.3,1589.1,1981,199,10077.5,1746.1,0.486993375,,
243301215,3648.9,14.7,436,78.2,4198.5,20.7,0.345487311,,
243301223,2425,9.6,169,117.4,2781.1,60.1,0.17814774,,
243301249,1171.1,34.1,72.4,37.7,1339.8,24.5,0.161544305,,
243301264,4380.9,10147.6,2627.3,116.7,22185,4912.5,0.670379413,,
243301355,1669.3,8.8,284.2,18.4,1991.2,10.5,0.291819328,,
243301371,3481.4,47.6,476.3,230.2,4259.1,23.6,0.191189079,,
243301371,3481.4,47.6,476.3,230.2,4259.1,23.6,0.191189079,,
243301389,3974.8,31953.4,3898.1,78.2,54067.3,14162.8,0.847659765,,
243301397,1965.4,6.4,79.6,349.4,2421.7,20.9,0.181148363,,
243301405,2812.6,24776.7,2703.8,5.5,44309.7,14011.1,0.810416789,,
243301439,2019.3,0,101.4,121.7,2243.4,1,0.256552765,,
243301447,2694,1076.6,1391.8,81.1,6108.8,865.3,0.331166684,,
243301454,3488.9,124.5,233.6,199.4,4062.3,15.9,0.177514715,,
243301454,3488.9,124.5,233.6,199.4,4062.3,15.9,0.177514715,,
243301504,2476.5,26194.2,3363.2,2.6,46579.1,14542.6,0.779606975,,
243400017,4910.7,2660.5,2142.1,35.5,9879.9,131.1,0.225055182,,
243400355,8095.1,569.1,892.4,0,9586.3,29.7,0.404394798,,
243400470,484,133.7,80.9,0,698.6,0,0.045769019,,
243400488,835,946,233.5,26.2,2053.9,13.2,0.118984585,,
243400520,1221.9,561.7,512.8,0,2316.3,19.9,0.14627631,,
243400694,19471,2206.6,2534.7,7.5,24351.2,131.4,0.504789564,,
243400736,18779.9,760,883,0,20431.7,8.8,0.843873648,,
243400736,18779.9,760,883,0,20431.7,8.8,0.843873648,,
243400769,1401.5,456.8,674.1,0,2536.2,3.8,0.08302208,,
243400819,2104.4,1823.5,766,52.4,4841.3,95,0.124885209,,
243500139,3651,250.2,253.5,282.2,4615.2,178.3,0.064935321,,
243500550,1368.9,399,250.4,76.5,2130.8,36,0.10842552,,
243500618,5299.7,3593.4,1922,52.4,11148.5,281,0.373805923,,
243500634,2018.1,306.9,60.8,58.3,2506,61.9,0.066982065,,
243500659,328.6,6.8,7.3,43,393.6,7.9,0.030151447,,
243500667,1992.9,360,229.7,98.2,2740,59.2,0.091420793,,
243500725,1483.3,20.7,19.5,61.1,1596.3,11.7,0.138741135,,
243500725,1483.3,20.7,19.5,61.1,1596.3,11.7,0.138741135,,
243500733,5387.3,1211.6,399.6,303.3,7488.4,186.6,0.168343719,,
243500741,8251,3950.4,3465.5,266.7,16214.2,280.6,0.162954655,,
243500741,8251,3950.4,3465.5,266.7,16214.2,280.6,0.162954655,,
243500741,8251,3950.4,3465.5,266.7,16214.2,280.6,0.162954655,,
243500774,4456.4,2173.1,442.4,58.1,7664.5,534.5,0.302083785,,
243500782,2177.6,75.9,78,207.1,2559,20.4,0.104719541,,
243600202,3429.5,254.5,602.7,496.5,4791.8,8.6,0.191946099,,
243600236,4190.3,194.6,157.2,562.2,5134.8,30.5,0.163511478,,
243600236,4190.3,194.6,157.2,562.2,5134.8,30.5,0.163511478,,
243600293,4635.2,112.8,87.5,122.3,4986.6,28.8,0.145063883,,
243600301,11359.1,2383.6,1277.6,720.3,15885.1,144.5,0.324376368,,
243600319,18955.4,461.5,931.9,48,20559.8,163,0.244324684,,
243600327,12920.4,313.4,234.2,176.9,13815.1,170.2,0.254566126,,
243600343,9772.5,963,1304.8,133.2,12299.3,125.8,0.257641711,,
243600350,7134.9,102.3,163.6,110.5,7612.7,101.4,0.117711001,,
243700499,8454.6,236.1,158.4,89.5,8978,39.4,0.254635801,,
243700754,7018.6,421.4,270.7,246.5,8029.7,72.5,0.206280619,,
243700820,6673.5,713.9,648.5,225.4,8472.7,211.4,0.257543749,,
243800455,7387.1,104.7,17.5,421.2,7930.5,0,0.288188994,,
243800455,7387.1,104.7,17.5,421.2,7930.5,0,0.288188994,,
243800604,4857.3,8.2,22,125.6,5013.1,0,0.201492777,,
